num,author,title,format,year,venue
2757,"Mitchelson, Austin, and Utechin, Nicholas",THE EARTHQUAKE MACHINE,novel,1976,
2758,"Moessinger, David",Project Phoenix,teleplay,1972,
2759,"Monahan, Brent",THE MANHATTAN ISLAND CLUBS,novel,2003,
2760,"Monash, Paul",The Sorcerer,teleplay,1955,
2761,"Morison, B.J.",VOYAGE OF THE CHIANTI,novel,1999,
2762,"Morrison, Arthur",The Case of Mr. Loftus Deacon,short story,1897,TheDorrington Deed Box; New Amsterdam
2763,"Morson, Ian",FALCONER AND THE GREAT BEAST,novel,1998,
2764,Mosomoso,MAIGRET'S LOCKED ROOM MYSTERY,novel,2015,
2765,Mosomoso,Holiday Puzzle: A Locked Room Mystery,short story,2015,
2766,"Muir, Augustus",THE SANDS OF FEAR,novel,1940,
2767,"Muller, Marcia and Pronzini, Bill",THE BAG OF TRICKS AFFAIR,novel,2018,
2768,"Muller, Marcia and Pronzini, Bill",THE BODY SNATCHERS AFFAIR,novel,2015,
2769,"Muller, Marcia and Pronzini, Bill",THE BUGHOUSE AFFAIR,novel,2013,Forge
2770,"Muller, Marcia and Pronzini, Bill",THE DANGEROUS LADIES AFFAIR,novel,2017,Forge
2771,"Muller, Marcia and Pronzini, Bill",THE FLIM FLAM AFFAIR,novel,2018,
2772,"Muller, Marcia and Pronzini, Bill",THE PLAGUE OF THIEVES AFFAIR,novel,2016,
2773,"Muller, Marcia and Pronzini, Bill",THE SPOOK LIGHTS AFFAIR,novel,2013,
2774,"Muller, Marcia and Pronzini, Bill",THE STOLEN GOLD AFFAIR,novel,2020,
2775,"Murray, David Christie",The Case of Muelvos y Sagra,short story,1894,The Woman at Home
2776,"Myers, Amy",Murder Strips Off,short story,2000,The Mammoth Book of Locked-Room Mysteries and Impossible Crimes; U.S. Carroll & Graf
2777,"Nelson, John",Magwitch Returns,short story,1986,AHMM
2778,"Newton, B.","Simple Minds, Simple Tasks",short story,1986,AHMM
2779,"Newton, Douglas",Contrary to the Evidence,short story,1936,Pearson's Magazine; Carroll & Graf
2780,"Newton, Mark Charan",DRAKENFELD,novel,2013,
2781,"Niederman, Derrick",The Piano Recital,short story,2001,Murder at the Chessboard
2782,"Noble, James A.",The Case of the Cop and the Drop,short story,1990,AHMM
2783,"Noble, Malcolm",THE CLUE OF THE CURATE'S CUSHION,novel,2010,
2784,"O'Higgins, Harvey",The Parson Case,short story,1929,Detective Duff Unravels It
2785,"Orenduff, J. Michael",THE POT THIEF WHO STUDIED D.H. LAWRENCE,novel,2014,
2786,"Ormerod, Roger",AND HOPE TO DIE,novel,1995,
2787,"Ormerod, Roger",MORE DEAD THAN ALIVE,novel,1980,
2788,"Ormerod, Roger",A SHOT AT NOTHING,novel,1993,
2789,"Orsi, Carlos",The Glass Room,short story,2018,EQMM
2790,"Ortiz, Martin Hill",The Pit of Hell,short story,2016,Mystery Weekly
2791,"Ortiz, Martin Hill",A Very Entertaining Death,short story,2016,Mystery Weekly
2792,"Osaka, Keikichi (Fukutaro Suzuki)",The Cold Night's Clearing,short story,2016,EQMM
2793,"Osaka, Keikichi (Fukutaro Suzuki)",The Ginza Ghost,short story,2017,
2794,"Osaka, Keikichi (Fukutaro Suzuki)",The Hangman of the Department Store,short story,2017,
2795,"Osaka, Keikichi (Fukutaro Suzuki)",The Mesmerising Light,short story,2017,
2796,"Osaka, Keikichi (Fukutaro Suzuki)",The Monster of the Lighthouse,short story,2017,
2797,"Osaka, Keikichi (Fukutaro Suzuki)",The Phantasm of the Stone Wall,short story,2017,
2798,"Öström, Karl-Erik",Sixten Hard Pulls Off a Scoop,short story,2007,Locked Rooms and Open Spaces
2799,"Ottolengui, Rodrigues",A Promissory Note,short story,1898,Final Proof; G.P. Putnam's
2800,"Page, Derek",The 60-Minute Egg,short story,1965,Bizarre Mystery Magazine
2801,"Paige, Peter (Morton Wolson)",The Bullet from Nowhere,short story,1941,Dime Detective
2802,"Paige, Peter (Morton Wolson)",Death is from Hunger,short story,1942,Dime Detective
2803,"Pallas, Norvin",THE LOCKED SAFE MYSTERY,novel,1954,
2804,"Palmer, Stuart",THE PUZZLE OF THE HAPPY HOOLIGAN,novel,1941,
2805,"Palmer, Stuart",THE RIDDLE OF THE SILVER PERSIAN,novel,1934,
2806,"Pandian, Gigi",THE GLASS THIEF,novel,2019,
2807,"Pandian, Gigi",The Cambodian Curse,short story,2018,The Cambodian Curse and Other Stories
2808,"Pandian, Gigi",The Curse of Cloud Castle,short story,2018,The Cambodian Curse and Other Stories
2809,"Pandian, Gigi",A Dark and Stormy Light,short story,2018,The Cambodian Curse and Other Stories
2810,"Pandian, Gigi",Fool's Gold,short story,2018,The Cambodian Curse and Other Stories
2811,"Pandian, Gigi",The Haunted Room,short story,2018,The Cambodian Curse and Other Stories
2812,"Pandian, Gigi",The Hindi Houdini,short story,2018,The Cambodian Curse and Other Stories
2813,"Pandian, Gigi",The Librarian Ghost of Tanglewood Inn,short story,2018,The Cambodian Curse and Other Stories
2814,"Pandian, Gigi",The Shadow of the River,short story,2018,The CambodianCurse and Other Stories
2815,"Pandian, Gigi",Tempest in a Teapot,short story,2018,The Cambodian Curse and Other Stories
2816,"Parot, Jean-François",THE MAN WITH THE LEAD STOMACH,novel,2009,
2817,"Parsons, Anthony",NO ALIBI FOR MURDER,novel,1951,
2818,"Payne, James",Mr. John Stott's Difficulty,short story,1873,Murphy's Master and other Stories
2819,"Pelley, William Dudley",Dark Happiness,novella,1929,Cassell's Magazine
2820,"Penny, Louise",A RULE AGAINST MURDER,novel,1980,
2821,"Penny, Louise",POLICEMAN IN ARMOUR,novel,1937,
2822,"Perkins, Kenneth",VOODOO'D,novel,1931,
2823,"Pettee, Florence M.",Death Laughs at Wally,short story,1930,Detective Classics
2824,"Pirie, David",THE PATIENT'S EYES,novel,2001,
2825,"Playdon, Paul",Ten Thousand Dollars a Page,teleplay,1972,
2826,"Porges, Arthur",Ride on a Tiger,short story,1961,MSMM
2827,"Porges, Arthur",The Scientist and the Heavenly Alibi,short story,2009,The Curious Cases of Cyriack Skinner Grey
2828,"Porges, Arthur",The Scientist and the Poisoner,short story,2009,The Curious Cases of Cyriack Skinner Grey
2829,"Porges, Arthur",Stately Homes and the Impossible Shot,short story,2004,EQMM
2830,"Porges, Arthur",Stately Homes and the Invisible Giant,short story,2003,EQMM
2831,"Porges, Arthur",Stately Homes and the Invisible Slasher,short story,2001,EQMM
2832,"Post, Melville Davisson",The Thing on the Hearth,short story,1920,The Sleuth of St. James Square
2833,"Powell, James",A Cozy for the Jack O'Lantern,short story,2007,EQMM
2834,"Prager, Timothy",A Guilty Mind,teleplay,2011,
2835,"Pratt, Theodore",MURDER GOES IN A TRAILER,novel,1950,
2836,"Presnell, Jr. Robert",No Sign of the Cross,teleplay,1972,
2837,"Preston, Douglas and Child, Lincoln",BRIMSTONE,novel,2004,
2838,"Preston, Douglas and Child, Lincoln",CEMETERY DANCE,novel,2009,
2839,"Price, John Basye",Death and the Rope Trick,short story,1954,London Mystery Magazine #21; Carroll & Graf
2840,"Priestley, Chris",DEATH AND THE ARROW,novel,2003,
2841,"Pronzini, Bill",ENDGAME,novel,2017,
2842,"Pronzini, Bill",SCHEMERS,novel,2009,
2843,"Pronzini, Bill",SHACKLES,novel,1988,
2844,"Pronzini, Bill",The Body Snatchers,short story,2010,EQMM
2845,"Pronzini, Bill",The Bughouse Caper,novelette,2004,
2846,"Pronzini, Bill",Burglarproof,short story,2010,EQMM
2847,"Pronzini, Bill",The Carville Ghost,short story,2007,EQMM
2848,"Pronzini, Bill",The Chatelaine Bag,short story,2011,EQMM
2849,"Pronzini, Bill",The Cloud Cracker,short story,2011,EQMM
2850,"Pronzini, Bill",The Desert Limited,short story,1995,Louis L'Amour Western Magazine
2851,"Pronzini, Bill",Devil's Brew,short story,2006,EQMM
2852,"Pronzini, Bill",Gunpowder Alley,short story,2012,EQMM
2853,"Pronzini, Bill",The Highgraders,short story,2003,Burgade's Crossing
2854,"Pronzini, Bill",The Horseshoe Nail,short story,1997,EQMM
2855,"Pronzini, Bill",It Couldn't Be Done,short story,2014,EQMM
2856,"Pronzini, Bill",Lady One-Eye,short story,1998,Carpenter and Quincannon
2857,"Pronzini, Bill",Medium Rare,short story,1998,EQMM
2858,"Pronzini, Bill",No Room at the Inn,short story,1988,Crime at Christmas
2859,"Pronzini, Bill",Smoke Screen,short story,2018,EQMM
2860,"Pryor, Mark",THE PARIS LIBRARIAN,novel,2016,
2861,"Pulver, Mary Monica",ORIGINAL SIN,novel,1991,
2862,"Purtill, Richard",MURDERCON,novel,1982,
2863,"Pyne, Daniel and Gers, Glenn",FRACTURE,screenplay,2007,
2864,"Queen, Ellery",The Adventure of the Haunted Cave,radio play,1939,The Adventure of the Murdered Moths
2865,"Queen, Ellery",The Blind Bullet,radio play,1943,EQMM
